1 24
2 16
3 13
4 14
5 15
6 13
7 12
8 12
9 10
10 12
11 12
12 10
13 7
14 7
15 6
16 7
17 7
18 8
19 8
20 12
21 8
22 10
23 10
24 9
25 10
26 9
27 10
28 11
29 10
30 10
31 14
32 9
33 10
34 9
35 9
36 8
37 10
38 8
39 9
40 10
41 8
42 9
43 7
44 8
45 7
46 8
47 8
48 8
49 11
