1 22
2 13
3 27
4 16
5 23
6 10
7 17
8 8
9 11
10 9
11 12
12 8
13 11
14 9
15 8
16 12
17 8
18 9
19 8
20 10
21 10
22 10
23 10
24 11
25 2
26 4
27 8
28 8
29 1
30 8
31 6
32 8
33 16
34 9
35 8
36 22
37 5
38 8
39 13
40 23
41 19
42 14
43 6
44 9
45 9
46 12
47 20
48 9
49 9
50 12
